name,conference,count,year
A Min Tjoa,ICDE,1,1984
A Min Tjoa,ICDE,1,1996
A. Aldo Faisal,AAAI,1,2021
A. B. Siddique 0001,SIGKDD,1,2020
A. B. Siddique 0001,SIGIR,1,2023
A. B. Siddique 0001,VLDB,1,2019
A. B. Siddique 0001,WWW,1,2021
A. B. Siddique 0001,WWW,1,2023
A. Cüneyd Tantug,ACL,1,2007
A. Cüneyd Tantug,ACL,1,2019
A. David Marshall,AAAI,1,2021
A. David Marshall,CVPR,1,2009
A. David Marshall,CVPR,1,2011
A. David Marshall,ECCV,1,1998
A. David Marshall,ICML,1,2019
A. E. Eiben,IJCAI,1,2007
A. Ercüment Çiçek,ISMB,1,2014
A. Jefferson Offutt,FSE,1,2016
A. Jefferson Offutt,ICSE,1,1993
A. Jefferson Offutt,ISSTA,1,1993
A. Jefferson Offutt,ISSTA,1,1996
A. Jefferson Offutt,PLDI,1,1987
A. P. Wim Böhm,ICS,1,1987
A. P. Wim Böhm,ISCA,1,1992
A. Rupam Mahmood,ICML,1,2014
A. Rupam Mahmood,ICML,1,2022
A. Rupam Mahmood,ICML,1,2023
A. Rupam Mahmood,IJCAI,1,2019
A. Selcuk Uluagac,NDSS,1,2021
A. Selcuk Uluagac,NDSS,2,2022
A. Selcuk Uluagac,WWW,2,2024
A. Taylan Cemgil,AAAI,1,2022
A. Taylan Cemgil,CVPR,1,2005
A. Taylan Cemgil,CVPR,1,2020
A. Taylan Cemgil,ICML,1,2013
A. Taylan Cemgil,ICML,1,2016
A. Taylan Cemgil,ICML,1,2018
A. Taylan Cemgil,ICML,1,2022
A. Taylan Cemgil,ICML,1,2023
A. V. Sreejith,LICS,1,2012
A. V. Sreejith,LICS,1,2019
A. W. Roscoe 0001,CAV,1,2012
Aanjhan Ranganathan,NDSS,2,2022
Aapo Hyvärinen,ICML,1,2008
Aapo Hyvärinen,ICML,1,2017
Aaron Bernstein,FOCS,1,2009
Aaron Bernstein,FOCS,2,2020
Aaron Bernstein,FOCS,1,2021
Aaron Bernstein,FOCS,1,2022
Aaron Bernstein,SODA,1,2008
Aaron Bernstein,SODA,1,2010
Aaron Bernstein,SODA,1,2011
Aaron Bernstein,SODA,1,2012
Aaron Bernstein,SODA,1,2016
Aaron Bernstein,SODA,1,2017
Aaron Bernstein,SODA,2,2018
Aaron Bernstein,SODA,2,2019
Aaron Bernstein,SODA,1,2023
Aaron Bernstein,STOC,1,2009
Aaron Bernstein,STOC,1,2013
Aaron Bernstein,STOC,1,2016
Aaron Bernstein,STOC,2,2019
Aaron Bernstein,STOC,1,2021
Aaron C. Courville,AAAI,1,2014
Aaron C. Courville,AAAI,1,2016
Aaron C. Courville,AAAI,2,2017
Aaron C. Courville,AAAI,1,2018
Aaron C. Courville,AAAI,1,2020
Aaron C. Courville,ACL,1,2016
Aaron C. Courville,ACL,1,2018
Aaron C. Courville,ACL,1,2021
Aaron C. Courville,ACL,1,2022
Aaron C. Courville,CVPR,2,2017
Aaron C. Courville,CVPR,1,2022
Aaron C. Courville,ECCV,1,2012
Aaron C. Courville,ECCV,1,2018
Aaron C. Courville,EMNLP,1,2017
Aaron C. Courville,EMNLP,1,2020
Aaron C. Courville,EMNLP,1,2023
Aaron C. Courville,ICCV,1,2015
Aaron C. Courville,ICCV,2,2019
Aaron C. Courville,ICCV,1,2021
Aaron C. Courville,ICML,1,2007
Aaron C. Courville,ICML,1,2011
Aaron C. Courville,ICML,1,2012
Aaron C. Courville,ICML,1,2013
Aaron C. Courville,ICML,1,2015
Aaron C. Courville,ICML,2,2016
Aaron C. Courville,ICML,1,2017
Aaron C. Courville,ICML,3,2018
Aaron C. Courville,ICML,2,2019
Aaron C. Courville,ICML,2,2020
Aaron C. Courville,ICML,3,2021
Aaron C. Courville,ICML,3,2022
Aaron C. Courville,ICML,2,2023
Aaron C. Courville,IJCAI,1,2017
Aaron C. Courville,NAACL,2,2021
Aaron Clauset,AAAI,1,2015
Aaron Clauset,STOC,1,2005
Aaron Clauset,WWW,1,2016
Aaron F. Bobick,AAAI,1,1999
Aaron F. Bobick,CVPR,1,1989
Aaron F. Bobick,CVPR,1,1991
Aaron F. Bobick,CVPR,4,1997
Aaron F. Bobick,CVPR,3,1998
Aaron F. Bobick,CVPR,1,2000
Aaron F. Bobick,CVPR,3,2001
Aaron F. Bobick,CVPR,3,2004
Aaron F. Bobick,CVPR,1,2005
Aaron F. Bobick,CVPR,1,2006
Aaron F. Bobick,CVPR,1,2014
Aaron F. Bobick,ECCV,1,1994
Aaron F. Bobick,ICCV,2,1995
Aaron F. Bobick,ICCV,1,1998
Aaron F. Bobick,ICCV,1,1999
Aaron F. Bobick,ICCV,1,2007
Aaron F. Bobick,SIGGRAPH,1,2003
Aaron F. Bobick,SIGGRAPH,1,2005
Aaron Potechin,FOCS,1,2010
Aaron Potechin,FOCS,1,2016
Aaron Potechin,FOCS,1,2017
Aaron Potechin,FOCS,1,2020
Aaron Potechin,FOCS,1,2021
Aaron Potechin,FOCS,2,2023
Aaron Potechin,SODA,1,2016
Aaron Potechin,SODA,1,2021
Aaron Potechin,STOC,1,2012
Aaron Potechin,STOC,1,2015
Aaron Potechin,STOC,1,2019
Aaron Potechin,STOC,1,2023
Aaron Potechin,STOC,1,2024
Aaron Roth 0001,AAAI,1,2015
Aaron Roth 0001,CVPR,1,2022
Aaron Roth 0001,EC,1,2010
Aaron Roth 0001,EC,1,2011
Aaron Roth 0001,EC,1,2012
Aaron Roth 0001,EC,3,2014
Aaron Roth 0001,EC,2,2015
Aaron Roth 0001,EC,2,2017
Aaron Roth 0001,EC,1,2018
Aaron Roth 0001,EC,1,2020
Aaron Roth 0001,EC,1,2021
Aaron Roth 0001,FOCS,1,2016
Aaron Roth 0001,FOCS,2,2019
Aaron Roth 0001,ICFP,1,2017
Aaron Roth 0001,ICFP,1,2019
Aaron Roth 0001,ICML,1,2014
Aaron Roth 0001,ICML,2,2017
Aaron Roth 0001,ICML,2,2018
Aaron Roth 0001,ICML,1,2019
Aaron Roth 0001,ICML,1,2020
Aaron Roth 0001,ICML,1,2021
Aaron Roth 0001,ICML,3,2023
Aaron Roth 0001,IJCAI,1,2016
Aaron Roth 0001,OOPSLA,1,2020
Aaron Roth 0001,POPL,1,2015
Aaron Roth 0001,SODA,2,2010
Aaron Roth 0001,SODA,2,2014
Aaron Roth 0001,SODA,1,2015
Aaron Roth 0001,SODA,1,2016
Aaron Roth 0001,SODA,1,2020
Aaron Roth 0001,SODA,1,2024
Aaron Roth 0001,STOC,2,2008
Aaron Roth 0001,STOC,1,2010
Aaron Roth 0001,STOC,1,2011
Aaron Roth 0001,STOC,1,2012
Aaron Roth 0001,STOC,2,2013
Aaron Roth 0001,STOC,1,2014
Aaron Roth 0001,STOC,1,2015
Aaron Roth 0001,STOC,2,2016
Aaron Schulman,ASPLOS,1,2023
Aaron Schulman,CCS,1,2014
Aaron Schulman,IMC,1,2011
Aaron Schulman,IMC,1,2014
Aaron Schulman,IMC,2,2015
Aaron Schulman,IMC,1,2019
Aaron Schulman,IMC,1,2020
Aaron Schulman,IMC,3,2021
Aaron Schulman,IMC,1,2022
Aaron Schulman,MOBISYS,1,2019
Aaron Schulman,NSDI,1,2010
Aaron Schulman,NSDI,1,2015
Aaron Schulman,NSDI,1,2019
Aaron Schulman,SIGCOMM,1,2019
Aaron Sidford,FOCS,1,2013
Aaron Sidford,FOCS,2,2014
Aaron Sidford,FOCS,2,2015
Aaron Sidford,FOCS,1,2016
Aaron Sidford,FOCS,1,2017
Aaron Sidford,FOCS,2,2018
Aaron Sidford,FOCS,2,2019
Aaron Sidford,FOCS,4,2020
Aaron Sidford,FOCS,1,2022
Aaron Sidford,FOCS,6,2023
Aaron Sidford,ICML,1,2015
Aaron Sidford,ICML,3,2016
Aaron Sidford,ICML,1,2017
Aaron Sidford,ICML,1,2020
Aaron Sidford,ICML,1,2021
Aaron Sidford,ICML,1,2022
Aaron Sidford,ICML,1,2023
Aaron Sidford,IJCAI,1,2023
Aaron Sidford,SODA,1,2014
Aaron Sidford,SODA,4,2018
Aaron Sidford,SODA,1,2019
Aaron Sidford,SODA,2,2020
Aaron Sidford,SODA,1,2021
Aaron Sidford,SODA,3,2022
Aaron Sidford,SODA,1,2023
Aaron Sidford,SODA,2,2024
Aaron Sidford,STOC,1,2013
Aaron Sidford,STOC,2,2016
Aaron Sidford,STOC,2,2017
Aaron Sidford,STOC,2,2019
Aaron Sidford,STOC,3,2020
Aaron Sidford,STOC,1,2021
Aaron Sidford,STOC,2,2022
Aaron Sidford,STOC,2,2023
Aaron Sidford,STOC,2,2024
Aaron Steven White,ACL,1,2019
Aaron Steven White,ACL,1,2020
Aaron Steven White,EMNLP,1,2016
Aaron Steven White,EMNLP,2,2018
Aaron Steven White,EMNLP,1,2021
Aaron Steven White,EMNLP,1,2023
Aaron Steven White,NAACL,1,2018
Aaron Steven White,NAACL,1,2024
Aaron Striegel,HPDC,1,2005
Aaron Striegel,IMC,1,2015
Aaron Striegel,SC,1,2005
Aaron Stump,CAV,1,2002
Aaron Stump,ICFP,1,2005
Aaron Stump,ICFP,1,2018
Aaron Stump,ICFP,1,2020
Aaron Stump,LICS,1,2001
Aaron Stump,POPL,1,2023
Aart Middeldorp,LICS,1,1989
Aart Middeldorp,LICS,1,2024
Aart Middeldorp,POPL,1,1997
Aarti Gupta,ASE,1,2011
Aarti Gupta,ASPLOS,1,2023
Aarti Gupta,CAV,1,1993
Aarti Gupta,CAV,1,2004
Aarti Gupta,CAV,3,2005
Aarti Gupta,CAV,2,2006
Aarti Gupta,CAV,2,2007
Aarti Gupta,CAV,1,2009
Aarti Gupta,CAV,3,2018
Aarti Gupta,CAV,1,2019
Aarti Gupta,CAV,1,2021
Aarti Gupta,DAC,1,1997
Aarti Gupta,DAC,1,2001
Aarti Gupta,DAC,1,2003
Aarti Gupta,DAC,1,2005
Aarti Gupta,DAC,1,2006
Aarti Gupta,DAC,1,2008
Aarti Gupta,DAC,1,2018
Aarti Gupta,EUROSYS,1,2019
Aarti Gupta,FSE,1,2008
Aarti Gupta,FSE,1,2009
Aarti Gupta,FSE,1,2012
Aarti Gupta,FSE,1,2015
Aarti Gupta,FSE,1,2016
Aarti Gupta,ICCAD,1,1993
Aarti Gupta,ICCAD,1,1996
Aarti Gupta,ICCAD,1,2001
Aarti Gupta,ICCAD,1,2003
Aarti Gupta,ICCAD,1,2004
Aarti Gupta,ICCAD,1,2006
Aarti Gupta,ICCAD,1,2007
Aarti Gupta,ICCAD,1,2018
Aarti Gupta,ICCAD,1,2021
Aarti Gupta,ICCAD,2,2022
Aarti Gupta,ICSE,1,2008
Aarti Gupta,ICSE,1,2011
Aarti Gupta,ICSE,1,2013
Aarti Gupta,IJCAI,1,2007
Aarti Gupta,ISSTA,1,2008
Aarti Gupta,ISSTA,1,2014
Aarti Gupta,LICS,1,2006
Aarti Gupta,NSDI,1,2022
Aarti Gupta,PLDI,3,2023
Aarti Gupta,POPL,1,2007
Aarti Gupta,POPL,1,2010
Aarti Gupta,POPL,1,2020
Aarti Gupta,SIGCOMM,1,2017
Aarti Gupta,SIGCOMM,1,2018
Aarti Gupta,SIGCOMM,1,2020
Aarti Gupta,SIGCOMM,1,2024
Aarti Singh,AAAI,1,2015
Aarti Singh,AAAI,1,2016
Aarti Singh,AAAI,2,2021
Aarti Singh,ICML,1,2012
Aarti Singh,ICML,1,2013
Aarti Singh,ICML,1,2015
Aarti Singh,ICML,2,2017
Aarti Singh,ICML,2,2018
Aarti Singh,ICML,2,2023
Aasa Feragen,CVPR,1,2014
Aasa Feragen,CVPR,1,2015
Aasa Feragen,CVPR,1,2018
Aasa Feragen,ECCV,1,2022
Aasa Feragen,ICCV,1,2011
Aastha Mehta,EUROSYS,1,2015
Aayush Jain,CRYPTO,1,2016
Aayush Jain,CRYPTO,1,2018
Aayush Jain,CRYPTO,2,2019
Aayush Jain,CRYPTO,1,2020
Aayush Jain,CRYPTO,1,2021
Aayush Jain,CRYPTO,3,2023
Aayush Jain,CRYPTO,2,2024
Aayush Jain,EUROCRYPT,1,2017
Aayush Jain,EUROCRYPT,2,2019
Aayush Jain,EUROCRYPT,2,2020
Aayush Jain,EUROCRYPT,2,2021
Aayush Jain,EUROCRYPT,1,2022
Aayush Jain,EUROCRYPT,3,2023
Aayush Jain,STOC,1,2021
Abbas Edalat,ICFP,1,1998
Abbas Edalat,LICS,1,1994
Abbas Edalat,LICS,1,1995
Abbas Edalat,LICS,2,1996
Abbas Edalat,LICS,2,1997
Abbas Edalat,LICS,1,1998
Abbas Edalat,LICS,1,2002
Abbas Edalat,LICS,1,2005
Abbas Edalat,LICS,1,2007
Abbas Edalat,LICS,1,2008
Abbas Edalat,LICS,1,2014
Abbas Edalat,LICS,1,2015
Abbas Edalat,LICS,1,2017
Abbas Edalat,LICS,1,2019
Abbas Edalat,LICS,1,2024
Abby Stylianou,AAAI,1,2019
Abby Stylianou,ECCV,1,2020
Abdallah Saffidine,AAAI,1,2012
Abdallah Saffidine,AAAI,1,2014
Abdallah Saffidine,AAAI,1,2016
Abdallah Saffidine,AAAI,2,2018
Abdallah Saffidine,IJCAI,1,2011
Abdallah Saffidine,IJCAI,2,2013
Abdallah Saffidine,IJCAI,1,2017
Abdallah Saffidine,IJCAI,1,2018
Abdeltawab M. Hendawi,ICDE,1,2015
Abdeltawab M. Hendawi,ICDE,2,2017
Abdeltawab M. Hendawi,ICDE,1,2021
Abdeltawab M. Hendawi,SIGCSE,1,2019
Abdeslam Boularias,AAAI,1,2011
Abdeslam Boularias,AAAI,1,2014
Abdeslam Boularias,AAAI,2,2015
Abdeslam Boularias,ICML,1,2009
Abdeslam Boularias,IJCAI,1,2018
Abdeslam Boularias,IJCAI,1,2021
Abdul Sattar 0001,AAAI,2,1998
Abdul Sattar 0001,AAAI,4,2005
Abdul Sattar 0001,AAAI,2,2007
Abdul Sattar 0001,AAAI,1,2008
Abdul Sattar 0001,AAAI,2,2012
Abdul Sattar 0001,AAAI,1,2013
Abdul Sattar 0001,AAAI,1,2015
Abdul Sattar 0001,ICDE,1,1991
Abdul Sattar 0001,IJCAI,1,1999
Abdul Sattar 0001,IJCAI,1,2007
Abdul Sattar 0001,IJCAI,1,2013
Abdul Sattar 0001,IJCAI,1,2015
Abdul Sattar 0001,IJCAI,1,2017
Abdul Serwadda,CCS,1,2013
Abdul Serwadda,CCS,1,2014
Abdullah Al-Mamun 0001,ICDE,1,2021
Abdullah Al-Mamun 0001,SC,1,2021
Abdullah Mueen,SIGKDD,1,2024
Abdullah Muzahid,EUROSYS,1,2017
Abdullah Muzahid,HPCA,1,2012
Abdullah Muzahid,HPCA,1,2014
Abdullah Muzahid,HPCA,1,2023
Abdullah Muzahid,HPCA,1,2024
Abdullah Muzahid,ISCA,1,2009
Abdullah Muzahid,ISCA,1,2013
Abdullah Muzahid,ISCA,1,2016
Abdullah Muzahid,ISCA,1,2021
Abdullah Uz Tansel,ICDE,1,1987
Abdullah Uz Tansel,SIGMOD,1,1985
Abdullah Uz Tansel,SIGMOD,1,1989
Abdulmotaleb El-Saddik,CVPR,2,2023
Abe Davis,CVPR,1,2012
Abe Davis,CVPR,1,2015
Abe Davis,CVPR,1,2020
Abe Davis,ECCV,1,2020
Abe Davis,ICCV,1,2023
Abe Davis,SIGGRAPH,1,2014
Abe Davis,SIGGRAPH,1,2017
Abe Davis,SIGGRAPH,1,2018
Abe Davis,SIGGRAPH,1,2021
Abe Davis,SIGGRAPH,2,2023
Abe Davis,UIST,1,2022
Abhi Shelat,AAAI,1,2004
Abhi Shelat,CCS,1,2013
Abhi Shelat,CCS,1,2014
Abhi Shelat,CCS,1,2015
Abhi Shelat,CCS,1,2016
Abhi Shelat,CCS,2,2017
Abhi Shelat,CCS,1,2018
Abhi Shelat,CCS,1,2019
Abhi Shelat,CRYPTO,1,2005
Abhi Shelat,CRYPTO,1,2006
Abhi Shelat,CRYPTO,1,2008
Abhi Shelat,CRYPTO,1,2009
Abhi Shelat,CRYPTO,1,2019
Abhi Shelat,CRYPTO,1,2020
Abhi Shelat,EUROCRYPT,1,2007
Abhi Shelat,EUROCRYPT,1,2011
Abhi Shelat,EUROCRYPT,1,2017
Abhi Shelat,EUROCRYPT,1,2022
Abhi Shelat,FOCS,1,2007
Abhi Shelat,FOCS,1,2009
Abhi Shelat,SODA,1,2002
Abhi Shelat,SODA,1,2003
Abhi Shelat,STOC,1,2002
Abhi Shelat,STOC,1,2005
Abhijeet Ghosh,CVPR,1,2017
Abhijeet Ghosh,CVPR,1,2020
Abhijeet Ghosh,CVPR,1,2021
Abhijeet Ghosh,ECCV,1,2016
Abhijeet Ghosh,ECCV,1,2022
Abhijeet Ghosh,ICCV,1,2007
Abhijeet Ghosh,SIGGRAPH,1,2004
Abhijeet Ghosh,SIGGRAPH,1,2013
Abhijeet Ghosh,SIGGRAPH,1,2015
Abhijeet Ghosh,SIGGRAPH,1,2020
Abhijit Mahalanobis,ECCV,1,2020
Abhik Roychoudhury,ASE,1,2010
Abhik Roychoudhury,ASE,1,2016
Abhik Roychoudhury,ASE,1,2018
Abhik Roychoudhury,ASE,1,2019
Abhik Roychoudhury,ASE,1,2022
Abhik Roychoudhury,ASPLOS,1,2024
Abhik Roychoudhury,CAV,1,2001
Abhik Roychoudhury,CCS,1,2016
Abhik Roychoudhury,CCS,1,2017
Abhik Roychoudhury,CCS,1,2023
Abhik Roychoudhury,DAC,1,2003
Abhik Roychoudhury,DAC,1,2006
Abhik Roychoudhury,DAC,1,2009
Abhik Roychoudhury,FSE,1,2007
Abhik Roychoudhury,FSE,1,2009
Abhik Roychoudhury,FSE,1,2010
Abhik Roychoudhury,FSE,1,2011
Abhik Roychoudhury,FSE,1,2012
Abhik Roychoudhury,FSE,1,2013
Abhik Roychoudhury,FSE,1,2014
Abhik Roychoudhury,FSE,1,2016
Abhik Roychoudhury,FSE,1,2017
Abhik Roychoudhury,FSE,1,2018
Abhik Roychoudhury,FSE,1,2021
Abhik Roychoudhury,FSE,1,2023
Abhik Roychoudhury,ICS,1,2004
Abhik Roychoudhury,ICSE,1,2002
Abhik Roychoudhury,ICSE,1,2004
Abhik Roychoudhury,ICSE,1,2006
Abhik Roychoudhury,ICSE,1,2011
Abhik Roychoudhury,ICSE,1,2012
Abhik Roychoudhury,ICSE,2,2013
Abhik Roychoudhury,ICSE,3,2015
Abhik Roychoudhury,ICSE,2,2016
Abhik Roychoudhury,ICSE,2,2018
Abhik Roychoudhury,ICSE,2,2020
Abhik Roychoudhury,ICSE,2,2022
Abhik Roychoudhury,ICSE,1,2023
Abhik Roychoudhury,ISSTA,1,2007
Abhik Roychoudhury,ISSTA,1,2013
Abhik Roychoudhury,ISSTA,1,2014
Abhik Roychoudhury,ISSTA,1,2019
Abhik Roychoudhury,ISSTA,1,2021
Abhik Roychoudhury,ISSTA,1,2022
Abhik Roychoudhury,ISSTA,1,2023
Abhik Roychoudhury,NDSS,1,2019
Abhik Roychoudhury,OOPSLA,1,2021
Abhik Roychoudhury,PLDI,1,2020
Abhik Roychoudhury,PLDI,1,2021
Abhilash Jindal,EUROSYS,1,2013
Abhilash Jindal,MOBISYS,1,2012
Abhilash Jindal,OSDI,1,2018
Abhilash Jindal,VLDB,1,2022
Abhilash Jindal,WWW,1,2015
Abhinav Bhatele,ICS,1,2009
Abhinav Bhatele,ICS,1,2018
Abhinav Bhatele,ICS,1,2019
Abhinav Bhatele,ICS,1,2020
Abhinav Bhatele,ICS,1,2023
Abhinav Bhatele,SC,2,2011
Abhinav Bhatele,SC,2,2012
Abhinav Bhatele,SC,2,2013
Abhinav Bhatele,SC,3,2014
Abhinav Bhatele,SC,1,2015
Abhinav Bhatele,SC,3,2016
Abhinav Bhatele,SC,3,2017
Abhinav Bhatele,SC,2,2018
Abhinav Bhatele,SC,1,2019
Abhinav Bhatele,VIS,1,2012
Abhinav Bhatele,VIS,1,2014
Abhinav Dhall,CVPR,1,2023
Abhinav Dhall,ICCV,1,2013
Abhinav Shrivastava,AAAI,2,2020
Abhinav Shrivastava,AAAI,1,2021
Abhinav Shrivastava,AAAI,1,2022
Abhinav Shrivastava,CVPR,1,2014
Abhinav Shrivastava,CVPR,1,2015
Abhinav Shrivastava,CVPR,2,2016
Abhinav Shrivastava,CVPR,1,2017
Abhinav Shrivastava,CVPR,1,2019
Abhinav Shrivastava,CVPR,1,2020
Abhinav Shrivastava,CVPR,7,2021
Abhinav Shrivastava,CVPR,5,2022
Abhinav Shrivastava,CVPR,7,2023
Abhinav Shrivastava,ECCV,1,2012
Abhinav Shrivastava,ECCV,1,2016
Abhinav Shrivastava,ECCV,2,2018
Abhinav Shrivastava,ECCV,3,2020
Abhinav Shrivastava,ECCV,4,2022
Abhinav Shrivastava,ICCV,2,2013
Abhinav Shrivastava,ICCV,1,2017
Abhinav Shrivastava,ICCV,1,2019
Abhinav Shrivastava,ICCV,5,2021
Abhinav Shrivastava,ICCV,6,2023
Abhinav Shrivastava,ICML,1,2012
Abhinav Verma 0001,ICML,1,2018
Abhinav Verma 0001,ICML,1,2019
Abhinav Verma 0001,ICML,1,2023
Abhir Bhalerao,CVPR,1,1997
Abhir Bhalerao,ECCV,1,2022
Abhiram G. Ranade,FOCS,1,1987
Abhiram G. Ranade,FOCS,1,1994
Abhiram G. Ranade,ISCA,1,1992
Abhiram G. Ranade,SC,1,1991
Abhiram G. Ranade,SC,2,1993
Abhiram G. Ranade,SODA,1,1999
Abhiram G. Ranade,SODA,1,2000
Abhishek Bhattacharjee,ASPLOS,1,2010
Abhishek Bhattacharjee,ASPLOS,1,2014
Abhishek Bhattacharjee,ASPLOS,1,2016
Abhishek Bhattacharjee,ASPLOS,2,2017
Abhishek Bhattacharjee,ASPLOS,1,2018
Abhishek Bhattacharjee,ASPLOS,1,2019
Abhishek Bhattacharjee,ASPLOS,1,2020
Abhishek Bhattacharjee,ASPLOS,2,2021
Abhishek Bhattacharjee,ASPLOS,1,2023
Abhishek Bhattacharjee,HPCA,1,2014
Abhishek Bhattacharjee,HPCA,1,2023
Abhishek Bhattacharjee,ISCA,1,2009
Abhishek Bhattacharjee,ISCA,1,2017
Abhishek Bhattacharjee,ISCA,3,2018
Abhishek Bhattacharjee,ISCA,1,2019
Abhishek Bhattacharjee,ISCA,1,2020
Abhishek Bhattacharjee,ISCA,1,2021
Abhishek Bhattacharjee,ISCA,2,2023
Abhishek Bhattacharjee,SOSP,1,2021
Abhishek Bichhawat,CCS,1,2021
Abhishek Bichhawat,CCS,1,2023
Abhishek Chandra,AAAI,1,2024
Abhishek Chandra,HPDC,1,2007
Abhishek Chandra,HPDC,1,2015
Abhishek Chandra,HPDC,1,2016
Abhishek Chandra,HPDC,1,2021
Abhishek Chandra,OSDI,1,2000
Abhishek Dubey,AAAI,1,2021
Abhishek Dubey,AAAI,1,2023
Abhishek Dubey,IJCAI,2,2022
Abhishek Jain 0002,CCS,1,2014
Abhishek Jain 0002,CCS,1,2017
Abhishek Jain 0002,CCS,1,2022
Abhishek Jain 0002,CCS,2,2023
Abhishek Jain 0002,CRYPTO,1,2010
Abhishek Jain 0002,CRYPTO,1,2011
Abhishek Jain 0002,CRYPTO,1,2012
Abhishek Jain 0002,CRYPTO,3,2013
Abhishek Jain 0002,CRYPTO,1,2014
Abhishek Jain 0002,CRYPTO,2,2015
Abhishek Jain 0002,CRYPTO,3,2017
Abhishek Jain 0002,CRYPTO,2,2018
Abhishek Jain 0002,CRYPTO,2,2021
Abhishek Jain 0002,CRYPTO,3,2023
Abhishek Jain 0002,EUROCRYPT,1,2011
Abhishek Jain 0002,EUROCRYPT,2,2012
Abhishek Jain 0002,EUROCRYPT,1,2013
Abhishek Jain 0002,EUROCRYPT,1,2014
Abhishek Jain 0002,EUROCRYPT,2,2017
Abhishek Jain 0002,EUROCRYPT,1,2018
Abhishek Jain 0002,EUROCRYPT,2,2019
Abhishek Jain 0002,EUROCRYPT,1,2020
Abhishek Jain 0002,EUROCRYPT,3,2021
Abhishek Jain 0002,EUROCRYPT,1,2022
Abhishek Jain 0002,EUROCRYPT,1,2023
Abhishek Jain 0002,EUROCRYPT,1,2024
Abhishek Jain 0002,FOCS,1,2021
Abhishek Jain 0002,FOCS,1,2022
Abhishek Jain 0002,STOC,1,2010
Abhishek Jain 0002,STOC,1,2012
Abhishek Jain 0002,STOC,1,2015
Abhishek Kr Singh,POPL,1,2023
Abhishek Mishra,ICSE,1,2024
Abhishek Sinha,ECCV,1,2020
Abhishek Sinha,IJCAI,1,2019
Abhishek Srivastava,ACL,1,2020
Abhradeep Thakurta,AAAI,1,2021
Abhradeep Thakurta,FOCS,1,2014
Abhradeep Thakurta,FOCS,1,2018
Abhradeep Thakurta,ICML,1,2013
Abhradeep Thakurta,ICML,1,2014
Abhradeep Thakurta,ICML,1,2018
Abhradeep Thakurta,ICML,2,2021
Abhradeep Thakurta,ICML,1,2022
Abhradeep Thakurta,ICML,3,2023
Abhradeep Thakurta,SIGKDD,1,2010
Abhradeep Thakurta,SIGMOD,1,2012
Abhradeep Thakurta,SODA,1,2019
Abhradeep Thakurta,STOC,1,2014
Abir Das,CVPR,1,2017
Abir Das,CVPR,1,2021
Abir Das,ECCV,1,2014
Abir Das,ECCV,1,2016
Abir Das,ICCV,2,2017
Abir Das,ICCV,1,2023
Abir De,AAAI,1,2019
Abir De,AAAI,1,2020
Abir De,AAAI,3,2021
Abir De,AAAI,2,2022
Abir De,AAAI,2,2024
Abir De,ICML,2,2021
Abir De,ICML,1,2022
Abir De,ICML,1,2023
Abir De,IJCAI,1,2017
Abir De,WWW,1,2018
Abolfazl Asudeh,ICDE,1,2019
Abolfazl Asudeh,ICDE,1,2021
Abolfazl Asudeh,ICDE,1,2022
Abolfazl Asudeh,SIGKDD,1,2023
Abolfazl Asudeh,SIGMOD,1,2016
Abolfazl Asudeh,SIGMOD,1,2017
Abolfazl Asudeh,SIGMOD,2,2019
Abolfazl Asudeh,SIGMOD,2,2021
Abolfazl Asudeh,SIGMOD,1,2022
Abolfazl Asudeh,VLDB,2,2016
Abolfazl Asudeh,VLDB,3,2018
Abolfazl Asudeh,VLDB,1,2019
Abolfazl Asudeh,VLDB,2,2020
Abolfazl Asudeh,VLDB,1,2021
Abolfazl Asudeh,VLDB,2,2022
Abolfazl Asudeh,VLDB,1,2023
Abolfazl Razi,ICML,1,2014
Abolfazl S. Motahari,ICML,1,2023
Abraham Bernstein,EMNLP,1,2023
Abraham Bernstein,FSE,1,2009
Abraham Bernstein,FSE,1,2010
Abraham Bernstein,ICDE,1,2021
Abraham Bernstein,IJCAI,1,2016
Abraham Bernstein,VLDB,1,2008
Abraham Bernstein,WWW,1,2008
Abraham Bernstein,WWW,1,2015
Abraham Bernstein,WWW,1,2018
Abraham Bernstein,WWW,1,2019
Abraham Bernstein,WWW,1,2020
Abraham Bernstein,WWW,1,2021
Abram Hindle,FSE,1,2011
Abram Hindle,ICSE,1,2012
Abram Hindle,ICSE,1,2016
Abram Hindle,ICSE,1,2019
Abtin Rahimian,SC,1,2010
Abtin Rahimian,SC,1,2019
Abtin Rahimian,SIGGRAPH,1,2017
Achim Jung,LICS,1,1988
Achim Jung,LICS,1,1990
Achim Jung,LICS,1,2013
Achim Streit,HPDC,1,2000
Achuta Kadambi,CVPR,1,2015
Achuta Kadambi,CVPR,1,2016
Achuta Kadambi,CVPR,2,2020
Achuta Kadambi,CVPR,1,2022
Achuta Kadambi,CVPR,4,2023
Achuta Kadambi,ECCV,1,2020
Achuta Kadambi,ECCV,2,2022
Achuta Kadambi,ICCV,1,2015
Achuta Kadambi,ICCV,1,2021
Achuta Kadambi,SIGGRAPH,1,2022
Achuta Kadambi,UIST,1,2022
Ada Gavrilovska,EUROSYS,1,2016
