name,affiliation,homepage,scholarid,turing_award,acm_fellow,region,country,begin_time,end_time
Barry W. Boehm,University of Southern California,http://csse.usc.edu/new/barry-w-boehm,EyAD66UAAAAJ,0,1,america,us,2001,2020.0
Bart P. Knijnenburg,Clemson University,http://www.usabart.nl,6z6j91UAAAAJ,0,0,america,us,2011,2021.0
Bart Selman,Cornell University,http://www.cs.cornell.edu/selman,pJ28HA0AAAAJ,0,1,america,us,2004,2020.0
Bartosz Krawczyk,Virginia Commonwealth University,http://computer-science.egr.vcu.edu/faculty/bartosz-krawczyk-ph-d,0GrFcZsAAAAJ,0,0,america,us,2010,2022.0
Bassem Alhalabi,Florida Atlantic University,http://www.eng.fau.edu/directory/faculty/alhalabi,O72412cAAAAJ,0,0,america,us,2012,2023.0
Bechir Hamdaoui,Oregon State University,http://eecs.oregonstate.edu/~hamdaoui,GRjhMD8AAAAJ,0,0,america,us,2012,2023.0
Behnam Malakooti,Case Western Reserve University,http://engineering.case.edu/eecs/faculty-staff,ICngR3sAAAAJ,0,0,america,us,2012,2021.0
Behnaz Ghoraani,Florida Atlantic University,http://www.eng.fau.edu/directory/faculty/ghoraani,ssLvFH8AAAAJ,0,0,america,us,2009,
Behrouz Touri,"University of California, San Diego",http://eceweb.ucsd.edu/~btouri,W1BHaOwAAAAJ,0,0,america,us,2016,2023.0
Bei Wang 0001,University of Utah,http://www.sci.utah.edu/~beiwang,x-P4MtQAAAAJ,0,0,america,us,2006,2020.0
Ben Carterette,University of Delaware,http://ir.cis.udel.edu/~carteret,2Y4R04EAAAAJ,0,0,america,us,2017,2022.0
Ben Fisch,Yale University,https://cpsc.yale.edu/people/ben-fisch,oADIQ9YAAAAJ,0,0,america,us,2010,2019.0
Ben Greenman,University of Utah,https://users.cs.utah.edu/~blg,3A9hNTEAAAAJ,0,0,america,us,2007,2020.0
Ben Langmead,Johns Hopkins University,http://www.cs.jhu.edu/~langmea,2JMaTKsAAAAJ,0,0,america,us,2003,2023.0
Ben Lee,Oregon State University,http://web.engr.oregonstate.edu/~benl/Ben_Lee/Welcome.html,Rsx5uzAAAAAJ,0,0,america,us,2014,2020.0
Ben Reichardt,University of Southern California,http://www-bcf.usc.edu/~breichar,BEGRf_EAAAAJ,0,0,america,us,2010,
Ben Y. Zhao,University of Chicago,http://people.cs.uchicago.edu/~ravenben,cYReSuEAAAAJ,0,1,america,us,2006,
Benedikt Bünz,New York University,http://crypto.stanford.edu/~buenz,Hj82r7MAAAAJ,0,0,america,us,2001,2023.0
Benjamin C. Lee,University of Pennsylvania,https://www.cis.upenn.edu/~leebcc/index.html,4Tnj6PcAAAAJ,0,0,america,us,2017,2019.0
Benjamin C. Pierce,University of Pennsylvania,http://www.cis.upenn.edu/~bcpierce,2kkddh0AAAAJ,0,1,america,us,2016,2019.0
Benjamin E. Ujcich,Georgetown University,https://personal.benujcich.georgetown.domains,cb0qEdoAAAAJ,0,0,america,us,2004,2021.0
Benjamin Eysenbach,Princeton University,https://www.cs.princeton.edu/people/profile/eysenbach,DRnOvU8AAAAJ,0,0,america,us,2013,2023.0
Benjamin Fuller 0001,University of Connecticut,http://benjamin-fuller.uconn.edu,7wXWIdUAAAAJ,0,0,america,us,2008,2022.0
Benjamin Goldberg,New York University,http://cs.nyu.edu/goldberg,eTVTXOgAAAAJ,0,0,america,us,2015,2019.0
Benjamin J. Raphael,Princeton University,https://www.cs.princeton.edu/people/profile/braphael,GhvZjJUAAAAJ,0,1,america,us,2007,2020.0
Benjamin Lok,University of Florida,http://www.lokben.com,QclQnxIAAAAJ,0,0,america,us,2005,2021.0
Benjamin Moseley,Carnegie Mellon University,http://www.andrew.cmu.edu/user/moseleyb,qq-SXN8AAAAJ,0,0,america,us,2017,2020.0
Benjamin Peherstorfer,New York University,https://cims.nyu.edu/~pehersto,C81WhlkAAAAJ,0,0,america,us,2016,2019.0
Benjamin Recht,"University of California, Berkeley",http://www.eecs.berkeley.edu/~brecht,a_dbdxAAAAAJ,0,0,america,us,2018,2019.0
Benjamin Ruddell,Northern Arizona University,https://nau.edu/siccs/faculty/benjamin-ruddell,W1fB5OcAAAAJ,0,0,america,us,2015,2021.0
Benjamin Van Durme,Johns Hopkins University,http://www.cs.jhu.edu/~vandurme,wIujAJoAAAAJ,0,0,america,us,2001,2021.0
Benjamin Watson 0001,North Carolina State University,https://www.csc.ncsu.edu/people/bwatson,yfYYAMQAAAAJ,0,0,america,us,2016,2022.0
Bennett A. Landman,Vanderbilt University,http://engineering.vanderbilt.edu/bio/bennett-landman,tmTcH0QAAAAJ,0,0,america,us,2001,2021.0
Benoit M. Dawant,Vanderbilt University,http://engineering.vanderbilt.edu/bio/benoit-dawant,I_N__-QAAAAJ,0,0,america,us,2004,2023.0
Berk Calli,Worcester Polytechnic Institute,https://www.wpi.edu/people/faculty/bcalli,HxJTHvMAAAAJ,0,0,america,us,2008,2019.0
Berk Ustun,"University of California, San Diego",https://www.berkustun.com,6z_XWYcAAAAJ,0,0,america,us,2015,2023.0
Bernard Chazelle,Princeton University,https://www.cs.princeton.edu/~chazelle,C1VwgssAAAAJ,0,1,america,us,2005,2019.0
Bernd Sturmfels,"University of California, Berkeley",https://math.berkeley.edu/~bernd,5zTUNsQAAAAJ,0,0,america,us,2009,2019.0
Bernhard E. Boser,"University of California, Berkeley",https://people.eecs.berkeley.edu/~boser,NHIpV98AAAAJ,0,0,america,us,2004,2022.0
Bernhard Haeupler,Carnegie Mellon University,http://www.cs.cmu.edu/~haeupler,hIq09eUAAAAJ,0,0,america,us,2001,2020.0
Bert Huang,Tufts University,http://berthuang.com,TrqegZIAAAAJ,0,0,america,us,2011,2023.0
Betty H. C. Cheng,Michigan State University,http://www.cse.msu.edu/~chengb,qABYFOIAAAAJ,0,0,america,us,2005,2022.0
Bharath Hariharan,Cornell University,http://home.bharathh.info,TpglobcAAAAJ,0,0,america,us,2005,2021.0
Bhaskar Krishnamachari,University of Southern California,http://ceng.usc.edu/~bkrishna,JHJozAYAAAAJ,0,0,america,us,2002,2022.0
Bhiksha Raj,Carnegie Mellon University,http://www.cs.cmu.edu/~bhiksha,IWcGY98AAAAJ,0,0,america,us,2003,2022.0
Bhuwan Dhingra,Duke University,http://www.cs.cmu.edu/~bdhingra,2W2ttrQAAAAJ,0,0,america,us,2007,2019.0
Biao Chen 0001,Syracuse University,http://comlab.ecs.syr.edu/people/bchen,653GqXUAAAAJ,0,0,america,us,2004,
Bijaya Adhikari,University of Iowa,https://cs.uiowa.edu/people/bijaya-adhikari,lfRiJ8YAAAAJ,0,0,america,us,2008,2019.0
Bikramjit Banerjee,University of Southern Mississippi,https://www.usm.edu/computing/faculty/bikramjit-banerjee,WHs9gMMAAAAJ,0,0,america,us,2012,
Bill Barrett,Brigham Young University,https://cs.byu.edu/faculty/barrett,yLWfq68AAAAJ,0,0,america,us,2015,2020.0
Bill Fefferman,University of Chicago,http://www.billfefferman.com,EBIByAIAAAAJ,0,0,america,us,2014,
Bill Lin 0001,"University of California, San Diego",http://cwcserv.ucsd.edu/~billlin,j3geh3QAAAAJ,0,0,america,us,2004,
Bill P. Buckles,University of North Texas,http://www.cse.unt.edu/~bbuckles,4TYgrZ8AAAAJ,0,0,america,us,2000,2022.0
Bill Smart,Oregon State University,http://people.oregonstate.edu/~smartw,sWCpXFgAAAAJ,0,0,america,us,2006,2022.0
Bill Stackpole,Rochester Institute of Technology,https://www.rit.edu/gccis/computingsecurity/people/bill-stackpole,z-ALk7QAAAAJ,0,0,america,us,2009,2022.0
Billy Bob Brumley,Rochester Institute of Technology,https://www.rit.edu/directory/bbbics-billy-brumley,7QX0AQYAAAAJ,0,0,america,us,2014,2020.0
Bimal Viswanath,Virginia Tech,https://people.cs.vt.edu/vbimal,bu1SCOuD_CMC,0,0,america,us,2004,2020.0
Bin Yu 0001,"University of California, Berkeley",https://www.stat.berkeley.edu/~binyu/Site/Welcome.html,xT19Jc0AAAAJ,0,0,america,us,2016,2023.0
Bing Wang 0001,University of Connecticut,http://www.engr.uconn.edu/~bing,HvNdFJcAAAAJ,0,0,america,us,2016,2023.0
Binghui Wang,Illinois Institute of Technology,http://wangbinghui.net,SoOztcEAAAAJ,0,0,america,us,2008,2021.0
Binhai Zhu,Montana State University,https://www.cs.montana.edu/bhz,BAzWR-UAAAAJ,0,0,america,us,2009,2022.0
Biplav Srivastava,University of South Carolina,https://sites.google.com/site/biplavsrivastava,mPC6wp4AAAAJ,0,0,america,us,2018,2020.0
Bir Bhanu,"University of California, Riverside",http://vislab.ucr.edu/PEOPLE/BIR_BHANU,AhRGIcwAAAAJ,0,0,america,us,2003,
Bistra Dilkina,University of Southern California,https://viterbi.usc.edu/directory/faculty/Dilkina/Bistra,1jjyaBYAAAAJ,0,0,america,us,2008,2020.0
Biwei Huang,"University of California, San Diego",https://biweihuang.com,hTRCBCgAAAAJ,0,0,america,us,2016,
Björn Hartmann,"University of California, Berkeley",https://people.eecs.berkeley.edu/~bjoern,aZMY6_UAAAAJ,0,0,america,us,2009,2023.0
Blair D. Sullivan,University of Utah,https://www.cs.utah.edu/~sullivan/#!/about,oZBtvZMAAAAJ,0,0,america,us,2015,2020.0
Blaise-Pascal Tine,"University of California, Los Angeles",https://blaisetine.github.io,HxCaIqwAAAAJ,0,0,america,us,2006,2022.0
Blase Ur,University of Chicago,http://www.blaseur.com,3Xql0fwAAAAJ,0,0,america,us,2011,2021.0
Bo Han 0001,George Mason University,https://bohan00.github.io,BhRa314AAAAJ,0,0,america,us,2010,2019.0
Bo Hui 0001,University of Tulsa,https://bohui.herokuapp.com,cdwA-5IAAAAJ,0,0,america,us,2016,
Bo Ji 0001,Virginia Tech,http://people.cs.vt.edu/boji,9ILgtvAAAAAJ,0,0,america,us,2005,2023.0
Bo Li 0026,University of Chicago,https://aisecure.github.io,K8vJkTcAAAAJ,0,0,america,us,2007,2023.0
Bo Liu 0006,Auburn University,https://liubo-cs.github.io,8MliTo4AAAAJ,0,0,america,us,2003,2022.0
Bo Luo,University of Kansas,http://www.ittc.ku.edu/~bluo,roY9L1oAAAAJ,0,0,america,us,2008,2023.0
Bo Waggoner,University of Colorado Boulder,https://www.bowaggoner.com,Y_Ieu7EAAAAJ,0,0,america,us,2018,2022.0
Bo Wu 0002,Colorado School of Mines,https://inside.mines.edu/~bwu,E-2t4EQAAAAJ,0,0,america,us,2012,2021.0
Bo Yuan 0005,Rochester Institute of Technology,http://byuan.csec.rit.edu,utrtn3cAAAAJ,0,0,america,us,2018,2020.0
Bo Zhu 0002,Georgia Institute of Technology,https://web.cs.dartmouth.edu/people/bo-zhu,LM_HjvIAAAAJ,0,0,america,us,2008,2021.0
Boaz Barak,Harvard University,http://www.boazbarak.org,XGiiygQAAAAJ,0,1,america,us,2014,2020.0
Bob De Schutter,Northeastern University,https://www.bobdeschutter.be,6Imct_kAAAAJ,0,0,america,us,2007,
Bob Edmison,Virginia Tech,http://people.cs.vt.edu/~kedmison,lIZFlMUAAAAJ,0,0,america,us,2011,2021.0
Bobak Mortazavi,Texas A&M University,http://faculty.cse.tamu.edu/bobakm,TOAg4GkAAAAJ,0,0,america,us,2000,2021.0
Bobby Bodenheimer,Vanderbilt University,http://www.vuse.vanderbilt.edu/~bobbyb,hI4XguUAAAAJ,0,0,america,us,2005,2020.0
Bogdan Carbunar,Florida International University,https://users.cs.fiu.edu/~carbunar,B7BCFdoAAAAJ,0,0,america,us,2001,2021.0
Bogdan Dit,Boise State University,http://cs.boisestate.edu/~bdit,txY2NHUAAAAJ,0,0,america,us,2014,2022.0
Bogdan S. Chlebus,Augusta University,https://www.augusta.edu/faculty/directory/view.php?id=BCHLEBUS,_JWhZSAAAAAJ,0,0,america,us,2004,2022.0
Bogdan Vasilescu,Carnegie Mellon University,http://bvasiles.github.io,bcXjlqYAAAAJ,0,0,america,us,2008,2019.0
Bolei Zhou,"University of California, Los Angeles",https://boleizhou.github.io,9D4aG8AAAAAJ,0,0,america,us,2016,2022.0
Boleslaw K. Szymanski,Rensselaer Polytechnic Institute,http://www.cs.rpi.edu/~szymansk,2OJOZTUAAAAJ,0,0,america,us,2017,2019.0
Bonnie A. Nardi,"University of California, Irvine",http://www.artifex.org/~bonnie,hwc6A1MAAAAJ,0,0,america,us,2003,2023.0
Bonnie Berger,Massachusetts Institute of Technology,https://people.csail.mit.edu/bab,qMOS01AAAAAJ,0,1,america,us,2008,2023.0
Bonnie J. Dorr,University of Florida,https://www.cise.ufl.edu/~bonniejdorr,jSjEWosAAAAJ,0,1,america,us,2008,2019.0
Boon Thau Loo,University of Pennsylvania,http://www.cis.upenn.edu/~boonloo,HF2G3LAAAAAJ,0,0,america,us,2003,2022.0
Bor-Yuh Evan Chang,University of Colorado Boulder,http://www.cs.colorado.edu/~bec,wg3lXyYAAAAJ,0,0,america,us,2005,2019.0
Boris Aronov,New York University,http://engineering.nyu.edu/people/boris-aronov,q82gOawAAAAJ,0,0,america,us,2009,2023.0
Borivoje Nikolic,"University of California, Berkeley",https://www2.eecs.berkeley.edu/Faculty/Homepages/nikolic.html,QEqPllIAAAAJ,0,0,america,us,2002,2020.0
Borko Furht,Florida Atlantic University,http://www.cse.fau.edu/~borko,z1BEGM8AAAAJ,0,0,america,us,2015,2021.0
Borzoo Bonakdarpour,Michigan State University,http://www.cse.msu.edu/~borzoo,T_hw6kcAAAAJ,0,0,america,us,2012,2019.0
Bowen Xu,North Carolina State University,https://www.bowenxu.me,tLWbczIAAAAJ,0,0,america,us,2003,2021.0
Boyana Norris,University of Oregon,https://ix.cs.uoregon.edu/~norris,prJFPwUAAAAJ,0,0,america,us,2016,2022.0
Boyang Wang,University of Cincinnati,https://researchdirectory.uc.edu/p/wang2ba,bKUDk2AAAAAJ,0,0,america,us,2003,2023.0
Brad A. Myers,Carnegie Mellon University,http://www.cs.cmu.edu/~bam,E1cp_aYAAAAJ,0,1,america,us,2009,2023.0
Bradford Campbell,University of Virginia,https://engineering.virginia.edu/faculty/brad-campbell,MLx5TCQAAAAJ,0,0,america,us,2014,2019.0
Bradley Hayes,University of Colorado Boulder,http://www.bradhayes.info,rU_-c5oAAAAJ,0,0,america,us,2017,2019.0
Bradley Malin,Vanderbilt University,https://hiplab.mc.vanderbilt.edu/people/malin,Kf97-EkAAAAJ,0,0,america,us,2008,
Bradley Reaves,North Carolina State University,https://bradreaves.net,0Ugq1JgAAAAJ,0,0,america,us,2014,2019.0
Brandon Fain,Duke University,https://sites.duke.edu/btfain,ldd8O18AAAAJ,0,0,america,us,2001,2021.0
Brandon Lucia,Carnegie Mellon University,http://brandonlucia.com,a9T7i5QAAAAJ,0,0,america,us,2000,2020.0
Brandon Reagen,New York University,https://engineering.nyu.edu/faculty/brandon-reagen,cO2uYoAAAAAJ,0,0,america,us,2000,2023.0
Brendan David-John,Virginia Tech,https://brendandavidjohn.app,YFxRRDUAAAAJ,0,0,america,us,2003,2020.0
Brendan Dolan-Gavitt,New York University,http://engineering.nyu.edu/people/brendan-dolan-gavitt,MzAxRscAAAAJ,0,0,america,us,2016,2023.0
Brendan Juba,Washington University in St. Louis,http://www.cse.wustl.edu/~bjuba,5wppdUoAAAAJ,0,0,america,us,2018,2020.0
Brendan Mumey,Montana State University,https://www.cs.montana.edu/directory/1524423/brendan-mumey,gw5eQs8AAAAJ,0,0,america,us,2005,2020.0
Brendan Saltaformaggio,Georgia Institute of Technology,https://saltaformaggio.ece.gatech.edu,1GsJvtwAAAAJ,0,0,america,us,2006,2020.0
Brenna D. Argall,Northwestern University,http://www.eecs.northwestern.edu/~argall,nhpEPFgAAAAJ,0,0,america,us,2016,2022.0
Brent E. Harrison,University of Kentucky,https://www.engr.uky.edu/directory/harrison-brent,JUAIpDcAAAAJ,0,0,america,us,2012,2019.0
Brent J. Hecht,Northwestern University,http://www.brenthecht.com,6IinLVUAAAAJ,0,0,america,us,2017,
Brent Waters,University of Texas at Austin,http://www.cs.utexas.edu/~bwaters,VEKxHOAAAAAJ,0,1,america,us,2010,2022.0
Brett McKinney,University of Tulsa,http://insilico.utulsa.edu,3M1gxVsAAAAJ,0,0,america,us,2003,2023.0
Brian C. Dean,Clemson University,https://people.cs.clemson.edu/~bcdean,QCL2MLcAAAAJ,0,0,america,us,2016,2019.0
Brian C. Nelson,Arizona State University,https://webapp4.asu.edu/directory/person/841981,R0PhbAYAAAAJ,0,0,america,us,2003,2019.0
Brian Curless,University of Washington,http://homes.cs.washington.edu/~curless,tlh8i7gAAAAJ,0,0,america,us,2015,2019.0
Brian D. Davison 0001,Lehigh University,http://www.cse.lehigh.edu/~brian,wk3PBXn5pgoJ,0,0,america,us,2013,2019.0
Brian Keegan,University of Colorado Boulder,http://www.colorado.edu/cmci/people/information-science/brian-c-keegan,zkxrDS8AAAAJ,0,0,america,us,2014,2019.0
Brian Kulis,Boston University,http://people.bu.edu/bkulis,okcbLqoAAAAJ,0,0,america,us,2007,2023.0
Brian M. Tomaszewski,Rochester Institute of Technology,https://people.rit.edu/bmtski,hcIpln4AAAAJ,0,0,america,us,2010,2023.0
Brian Scassellati,Yale University,http://www.cs.yale.edu/~scaz,0jSdqoEAAAAJ,0,0,america,us,2018,2021.0
Brian Summa,Tulane University,http://www.cs.tulane.edu/~bsumma,QKJVjcIAAAAJ,0,0,america,us,2011,
Brian W. Kernighan,Princeton University,https://www.cs.princeton.edu/~bwk,Add33R8AAAAJ,0,0,america,us,2013,2022.0
Brian Y. Chen,Lehigh University,http://www.cse.lehigh.edu/~chen,CrqkG-4AAAAJ,0,0,america,us,2000,
Bridget T. McInnes,Virginia Commonwealth University,http://www.people.vcu.edu/~btmcinnes,dWRneN0AAAAJ,0,0,america,us,2000,2020.0
Brittany Johnson,George Mason University,https://cs.gmu.edu/~johnsonb,H91EcrsAAAAJ,0,0,america,us,2003,2021.0
Brittany Terese Fasy,Montana State University,https://www.cs.montana.edu/brittany,oiTuXgIAAAAJ,0,0,america,us,2002,
Bruce A. Draper,Colorado State University,http://www.cs.colostate.edu/~draper,jTiRFi8AAAAJ,0,0,america,us,2005,2021.0
Bruce Gooch,Texas A&M University,https://engineering.tamu.edu/cse/people/gooch-bruce,KAgv5asAAAAJ,0,0,america,us,2006,2019.0
Bruce H. Krogh,Carnegie Mellon University,https://www.ece.cmu.edu/directory/details/89,s4yZTp4AAAAJ,0,0,america,us,2014,2019.0
Bruce Hartpence,Rochester Institute of Technology,http://www.brucehartpence.com,uvcXwjIAAAAJ,0,0,america,us,2017,2021.0
Bruce M. Maggs,Duke University,https://users.cs.duke.edu/~bmm,Gwrwxa0AAAAJ,0,1,america,us,2010,2019.0
Bruce N. Walker,Georgia Institute of Technology,http://sonify.psych.gatech.edu/~walkerb,xY3zIEAAAAAJ,0,0,america,us,2003,2020.0
Bruce Randall Donald,Duke University,https://www.cs.duke.edu/brd,TkayRqQAAAAJ,0,1,america,us,2007,2023.0
Bruce Tidor,Massachusetts Institute of Technology,http://mit.edu/tidor,0YlwI5MAAAAJ,0,0,america,us,2011,
Bruce W. Char,Drexel University,http://drexel.edu/cci/contact/Faculty/Char-Bruce,SMGY4jUAAAAJ,0,0,america,us,2014,2020.0
Bruce W. Porter,University of Texas at Austin,https://www.cs.utexas.edu/users/porter,k5c56_wAAAAJ,0,0,america,us,2005,2020.0
Bruno Sinopoli,Carnegie Mellon University,https://users.ece.cmu.edu/~brunos,zZO9qG4AAAAJ,0,0,america,us,2014,2021.0
Bryan A. Plummer,Boston University,https://bryanplummer.com,Rv8E-_cAAAAJ,0,0,america,us,2013,2023.0
Bryan C. Ward,Vanderbilt University,https://engineering.vanderbilt.edu/bio/bryan-ward,20aP08UAAAAJ,0,0,america,us,2004,2022.0
Bryan David Minor,Washington State University,https://school.eecs.wsu.edu/people/faculty/bryan-minor,0g7f1_YAAAAJ,0,0,america,us,2001,2019.0
Bryan Pardo,Northwestern University,https://bryan-pardo.github.io,vxEKYqsAAAAJ,0,0,america,us,2010,2023.0
Bryan Parno,Carnegie Mellon University,https://www.cylab.cmu.edu/education/faculty/parno.html,kTTBpJkAAAAJ,0,0,america,us,2000,2022.0
Bryan S. Kim,Syracuse University,https://sites.google.com/view/bryansjkim,axFOJtEAAAAJ,0,0,america,us,2002,2022.0
Bryan S. Morse,Brigham Young University,http://morse.cs.byu.edu,yOyREHoAAAAJ,0,0,america,us,2005,2021.0
Brygg Ullmer,Clemson University,https://people.computing.clemson.edu/~bullmer,JxG7a6sAAAAJ,0,0,america,us,2012,2022.0
Bud Mishra,New York University,https://cs.nyu.edu/mishra,kXVBr20AAAAJ,0,1,america,us,2004,
Byron Boots,University of Washington,http://www.cc.gatech.edu/~bboots3,kXB8FBoAAAAJ,0,0,america,us,2018,2023.0
Byron C. Wallace,Northeastern University,http://www.byronwallace.com,KTzRHmwAAAAJ,0,0,america,us,2008,2023.0
Byron J. Gao,Texas State University,http://cs.txstate.edu/~jg66,HwB09lAAAAAJ,0,0,america,us,2016,2019.0
Byron J. Williams,Mississippi State University,http://www.fsnhp.msstate.edu/docs/staff/Byron%20%20Williams%20CV%20July%202012%20.pdf,t4bGLWUAAAAJ,0,0,america,us,2006,2021.0
C. Estelle Smith,Colorado School of Mines,https://estellesmithphd.com,1YmwfXoAAAAJ,0,0,america,us,2009,2021.0
C. Karen Liu,Stanford University,https://tml.stanford.edu/people/karen-liu,i28fU0MAAAAJ,0,0,america,us,2000,2023.0
C.-C. Jay Kuo,University of Southern California,http://mcl.usc.edu,81d60okAAAAJ,0,1,america,us,2007,
Cagdas Onal,Worcester Polytechnic Institute,http://www.wpi.edu/academics/facultydir/cdo.html,3symmLYAAAAJ,0,0,america,us,2015,2021.0
Caitlin Kelleher,Washington University in St. Louis,http://www.cse.wustl.edu/~ckelleher,DqCFHY8AAAAJ,0,0,america,us,2001,2022.0
Caiwen Ding,University of Connecticut,https://caiwending.cse.uconn.edu,7hR0r_EAAAAJ,0,0,america,us,2010,2022.0
Caleb Stanford,"University of California, Davis",https://web.cs.ucdavis.edu/~cdstanford,VDFGNZ0AAAAJ,0,0,america,us,2003,2022.0
Calton Pu,Georgia Institute of Technology,http://www.cc.gatech.edu/~calton,Vbv-JEwAAAAJ,0,0,america,us,2005,2022.0
Calvin C. Newport,Georgetown University,http://people.cs.georgetown.edu/~cnewport,EhodjeAAAAAJ,0,0,america,us,2000,2023.0
Calvin J. Ribbens,Virginia Tech,http://people.cs.vt.edu/ribbens,gs_WpWIAAAAJ,0,0,america,us,2006,2020.0
Calvin Lin,University of Texas at Austin,http://www.cs.utexas.edu/~lin,VDMARucAAAAJ,0,0,america,us,2018,2023.0
Camillo J. Taylor,University of Pennsylvania,http://www.cis.upenn.edu/~cjtaylor,vMDCJHcAAAAJ,0,0,america,us,2018,
Candace L. Sidner,Worcester Polytechnic Institute,http://www.wpi.edu/academics/facultydir/cls.html,j8ULfMsAAAAJ,0,0,america,us,2004,2021.0
Cang Ye,Virginia Commonwealth University,https://egr.vcu.edu/directory/cangye,3kvDgyMAAAAJ,0,0,america,us,2013,2022.0
Carey E. Priebe,Johns Hopkins University,http://www.ams.jhu.edu/~priebe,clTVC4UAAAAJ,0,0,america,us,2006,2021.0
Carl Kingsford,Carnegie Mellon University,http://www.cs.cmu.edu/~ckingsf,V_cvqKcAAAAJ,0,0,america,us,2008,2020.0
Carl Vondrick,Columbia University,http://www.cs.columbia.edu/~vondrick,3MzhkFIAAAAJ,0,0,america,us,2003,2022.0
Carl Yang 0001,Emory University,http://www.cs.emory.edu/~jyang71,mOINlwcAAAAJ,0,0,america,us,2005,2021.0
Carla E. Brodley,Northeastern University,http://www.ccis.northeastern.edu/people/carla-brodley,sQ8u6h4AAAAJ,0,1,america,us,2002,2022.0
Carla P. Gomes,Cornell University,http://www.cs.cornell.edu/gomes,3hdbdBoAAAAJ,0,1,america,us,2015,2021.0
Carlo Pinciroli,Worcester Polytechnic Institute,https://www.wpi.edu/people/faculty/cpinciroli,aE8woBcAAAAJ,0,0,america,us,2008,2019.0
Carlo Tomasi,Duke University,https://users.cs.duke.edu/~tomasi,xViwZ0QAAAAJ,0,1,america,us,2011,2020.0
Carlo Zaniolo,"University of California, Los Angeles",http://www.cs.ucla.edu/~zaniolo,f8FjAtMAAAAJ,0,1,america,us,2002,
Carlos A. Varela,Rensselaer Polytechnic Institute,http://www.cs.rpi.edu/~cvarela,2jD9mYEAAAAJ,0,0,america,us,2002,2021.0
Carlos Jensen,"University of California, San Diego",https://www.linkedin.com/in/carlos-jensen-356145,v7fzzssAAAAJ,0,0,america,us,2007,2022.0
Carlos Maltzahn,"University of California, Santa Cruz",https://users.soe.ucsc.edu/~carlosm,ntU7-hwAAAAJ,0,0,america,us,2002,2021.0
Carlos Ordonez 0001,University of Houston,http://www2.cs.uh.edu/~ordonez,W9YkIcoAAAAJ,0,0,america,us,2012,2019.0
Carlos R. Rivero,Rochester Institute of Technology,https://www.rit.edu/gccis/carlos-rivero,oLEES1QAAAAJ,0,0,america,us,2014,2019.0
Carlos Toxtli,Clemson University,https://www.carlostoxtli.com,p-kY8ZEAAAAJ,0,0,america,us,2017,2019.0
Carlos Varela,Rensselaer Polytechnic Institute,http://www.cs.rpi.edu/~cvarela,HrYB6B8AAAAJ,0,0,america,us,2018,2020.0
Carlotta Domeniconi,George Mason University,https://cs.gmu.edu/~carlotta,aKkIMogAAAAJ,0,0,america,us,2016,2020.0
Carola Wenk,Tulane University,http://www.cs.tulane.edu/~carola,JLWWzugAAAAJ,0,0,america,us,2011,2021.0
Carolina Cruz-Neira,University of Central Florida,https://www.cs.ucf.edu/person/carolina-cruz-neira,7oDeTpkAAAAJ,0,0,america,us,2013,2021.0
Carolina Ruiz,Worcester Polytechnic Institute,http://www.cs.wpi.edu/~ruiz,xuOJUqsAAAAJ,0,0,america,us,2008,
Caroline Uhler,Massachusetts Institute of Technology,https://www.carolineuhler.com,dIJFcaoAAAAJ,0,0,america,us,2017,2021.0
Carolyn P. Rosé,Carnegie Mellon University,http://www.cs.cmu.edu/~cprose,BMydCgcAAAAJ,0,0,america,us,2018,2020.0
Casey Fiesler,University of Colorado Boulder,https://caseyfiesler.com,D9LfKkAe7d0C,0,0,america,us,2012,2022.0
Casey Kennington,Boise State University,http://www.caseyreddkennington.com,Um4ZbbgAAAAJ,0,0,america,us,2017,2021.0
Catherine C. Marshall,Texas A&M University,https://engineering.tamu.edu/cse/profiles/marshall-catherine.html,n0pDnzwAAAAJ,0,0,america,us,2010,2022.0
Cathy H. Wu,University of Delaware,http://bioinformatics.udel.edu/people/personnel/cathy_wu,eiRdbhsAAAAJ,0,0,america,us,2003,2022.0
Catie Chang,Vanderbilt University,http://www.cchanglab.net,4ndpsi4AAAAJ,0,0,america,us,2007,2019.0
Cauligi S. Raghavendra,University of Southern California,http://ceng.usc.edu/~raghu,GM-hJhQAAAAJ,0,0,america,us,2015,2020.0
Ce Zhang 0001,University of Chicago,https://zhangce.github.io,GkXqbmMAAAAJ,0,0,america,us,2006,
Cecilia R. Aragon,University of Washington,http://faculty.washington.edu/aragon,BM_qLgYAAAAJ,0,0,america,us,2009,2019.0
Cecilia Testart,Georgia Institute of Technology,https://www.cc.gatech.edu/people/cecilia-testart,p2fibvQAAAAJ,0,0,america,us,2009,2019.0
Cem Yuksel,University of Utah,http://www.cemyuksel.com,QyIFIKwAAAAJ,0,0,america,us,2001,2022.0
Cesare Tinelli,University of Iowa,http://homepage.cs.uiowa.edu/~tinelli,wbZc9nUAAAAJ,0,0,america,us,2001,
Chandan K. Reddy,Virginia Tech,http://www.cs.vt.edu/~reddy,LoXnMOIAAAAJ,0,0,america,us,2001,2020.0
Chandra Kambhamettu,University of Delaware,https://www.eecis.udel.edu/~chandra,BMVESLIAAAAJ,0,0,america,us,2011,2022.0
