name,affiliation,homepage,scholarid,turing_award,acm_fellow,region,country,begin_time,end_time
A. B. Siddique 0001,University of Kentucky,http://cs.uky.edu/~siddique,pVnchfsAAAAJ,0,0,america,us,2010,2021.0
A. Jefferson Offutt,George Mason University,http://cs.gmu.edu/~offutt,fAeRp3kAAAAJ,0,0,america,us,2011,2021.0
A. P. Wim Böhm,Colorado State University,http://www.cs.colostate.edu/~bohm,NOSCHOLARPAGE,0,0,america,us,2008,2019.0
A. Selcuk Uluagac,Florida International University,http://nweb.eng.fiu.edu/selcuk,tcK62uAAAAAJ,0,0,america,us,2011,2022.0
Aanjhan Ranganathan,Northeastern University,https://www.aanjhan.com,Jid_EAkAAAAJ,0,0,america,us,2014,2023.0
Aaron Clauset,University of Colorado Boulder,https://www.colorado.edu/faculty/clauset,e7VI_HcAAAAJ,0,0,america,us,2003,2019.0
Aaron F. Bobick,Washington University in St. Louis,https://engineering.wustl.edu/faculty/Aaron-Bobick.html,rynvwScAAAAJ,0,0,america,us,2013,2020.0
Aaron M. Dollar,Yale University,https://seas.yale.edu/faculty-research/faculty-directory/aaron-m-dollar,jFekO3IAAAAJ,0,0,america,us,2005,2022.0
Aaron Potechin,University of Chicago,http://www.potechin.org/aaronpotechin,z28rttMAAAAJ,0,0,america,us,2005,
Aaron Roth 0001,University of Pennsylvania,http://www.cis.upenn.edu/~aaroth,kLUQrrYAAAAJ,0,0,america,us,2004,2021.0
Aaron Schulman,"University of California, San Diego",http://cseweb.ucsd.edu/~schulman,OP27m34AAAAJ,0,0,america,us,2010,2019.0
Aaron Sidford,Stanford University,http://www.aaronsidford.com,SWqd2rgAAAAJ,0,0,america,us,2007,2021.0
Aaron Steven White,University of Rochester,http://aaronstevenwhite.io,R-ZVWNEAAAAJ,0,0,america,us,2005,2020.0
Aaron Striegel,University of Notre Dame,https://engineering.nd.edu/profiles/astriegel,w88NouMAAAAJ,0,0,america,us,2018,2021.0
Aaron Stump,University of Iowa,https://www.cs.uiowa.edu/~astump,568MtVQAAAAJ,0,0,america,us,2014,
Aarti Gupta,Princeton University,https://www.cs.princeton.edu/people/profile/aartig,S_jYB2sAAAAJ,0,1,america,us,2008,2022.0
Aarti Sathyanarayana,Northeastern University,https://www.aartisathyanarayana.org,gIvDmmEAAAAJ,0,0,america,us,2013,2021.0
Aarti Singh,Carnegie Mellon University,http://www.cs.cmu.edu/~aarti,6jP3ZSEAAAAJ,0,0,america,us,2017,2019.0
Aayush Jain,Carnegie Mellon University,https://sites.google.com/view/aayushjain,VZ6S70MAAAAJ,0,0,america,us,2001,2021.0
Abby Stylianou,Saint Louis University,https://cs.slu.edu/people/stylianou,mNoB9SgAAAAJ,0,0,america,us,2009,2023.0
Abdelfattah Amamra,University of Connecticut,http://www.cse.uconn.edu/people/faculty,cXl_OFIAAAAJ,0,0,america,us,2009,
Abdeltawab M. Hendawi,University of Rhode Island,https://homepage.cs.uri.edu/~ahendawi,ad3Gki4AAAAJ,0,0,america,us,2016,2022.0
Abdul Serwadda,Texas Tech University,http://www.depts.ttu.edu/CS/faculty/faculty.php?name=Abdul%20Serwadda,0YfFzzUAAAAJ,0,0,america,us,2003,2019.0
Abdullah Al-Mamun 0001,Augusta University,https://www.augusta.edu/faculty/directory/view.php?id=AALMAMUN,PpBDA1cAAAAJ,0,0,america,us,2017,2021.0
Abdullah Mueen,University of New Mexico,http://www.cs.unm.edu/~mueen,OImDWloAAAAJ,0,0,america,us,2015,
Abdullah Muzahid,Texas A&M University,http://people.tamu.edu/~abdullah.muzahid/index.html,hN7mpGMAAAAJ,0,0,america,us,2015,2021.0
Abdullah-Al-Zubaer Imran,University of Kentucky,https://aaz-imran.github.io,HI7UKCIAAAAJ,0,0,america,us,2006,2021.0
Abe Davis,Cornell University,http://abedavis.com,Gp8ghkAAAAJ,0,0,america,us,2009,
Abhi Shelat,Northeastern University,https://shelat.khoury.neu.edu,Te94nKAAAAAJ,0,0,america,us,2011,2020.0
Abhijit Mahalanobis,University of Central Florida,https://www.crcv.ucf.edu/person/abhijit-mahalanobis,L9Y5FbwAAAAJ,0,0,america,us,2013,2022.0
Abhishek Bhattacharjee,Yale University,https://cpsc.yale.edu/people/abhishek-bhattacharjee,AopgnHAAAAAJ,0,0,america,us,2005,2022.0
Abhishek Dubey,Vanderbilt University,https://engineering.vanderbilt.edu/bio/abhishek-dubey,5J3w9OoAAAAJ,0,0,america,us,2004,2021.0
Abhishek Gupta 0008,University of Washington,https://abhishekunique.github.io,1wLVDP4AAAAJ,0,0,america,us,2000,2019.0
Abhishek Jain 0002,Johns Hopkins University,https://www.cs.jhu.edu/faculty/abhishek-jain,xjkmJsgAAAAJ,0,0,america,us,2017,2020.0
Abhradeep Thakurta,"University of California, Santa Cruz",https://aguhatha.github.io,1rV69hMAAAAJ,0,0,america,us,2007,
Abolfazl Razi,Clemson University,https://arazi.people.clemson.edu,DhwC8gsAAAAJ,0,0,america,us,2006,2022.0
Abtin Rahimian,University of Colorado Boulder,http://home.cs.colorado.edu/~abra3237,2iXwFdsAAAAJ,0,0,america,us,2009,2023.0
Abu Asaduzzaman,Wichita State University,https://www.wichita.edu/profiles/academics/engineering/ECE/Asaduzzaman-Abu.php,WYv3oSEAAAAJ,0,0,america,us,2017,2022.0
Abusayeed Saifullah,Wayne State University,https://engineering.wayne.edu/profile/gi8674,CYwffSUAAAAJ,0,0,america,us,2001,2023.0
Achuta Kadambi,"University of California, Los Angeles",https://www.ee.ucla.edu/achuta-kadambi,UMzWJikAAAAJ,0,0,america,us,2018,2019.0
Ada Gavrilovska,Georgia Institute of Technology,http://www.cc.gatech.edu/home/ada,OlRjTCIAAAAJ,0,0,america,us,2011,2023.0
Ada Lerner,Northeastern University,https://www.khoury.northeastern.edu/people/ada-lerner,BkZor8wAAAAJ,0,0,america,us,2010,2021.0
Adalbert Gerald Soosai Raj,"University of California, San Diego",https://adalbertgerald.github.io,0TxoLzMAAAAJ,0,0,america,us,2002,
Adam Belay,Massachusetts Institute of Technology,https://engineering.mit.edu/faculty-research/year-2017,AKQec5wAAAAJ,0,0,america,us,2009,2021.0
Adam Breuer,Dartmouth College,https://www.adambreuer.com,1b3CsE4AAAAJ,0,0,america,us,2002,2021.0
Adam Chlipala,Massachusetts Institute of Technology,http://adam.chlipala.net,Imh0w3AAAAAJ,0,0,america,us,2008,2019.0
Adam Czajka,University of Notre Dame,https://engineering.nd.edu/profiles/aczajka,_OObpEkAAAAJ,0,0,america,us,2018,
Adam D. Smith,Boston University,http://www.cse.psu.edu/~ads22,fkGi-JMAAAAJ,0,0,america,us,2017,2021.0
Adam Doupé,Arizona State University,http://adamdoupe.com,hsJqhNAAAAAJ,0,0,america,us,2009,
Adam Finkelstein,Princeton University,https://www.cs.princeton.edu/~af,a959F6AAAAAJ,0,1,america,us,2011,2021.0
Adam Hahn,Washington State University,http://www.eecs.wsu.edu/~ahahn/index.html,nGBlVWwAAAAJ,0,0,america,us,2001,2020.0
Adam J. Aviv,George Washington University,https://adamaviv.com,ExgxufEAAAAJ,0,0,america,us,2015,2019.0
Adam J. Lee,University of Pittsburgh,http://people.cs.pitt.edu/~adamlee,1IoFK0oAAAAJ,0,0,america,us,2015,2023.0
Adam M. Smith 0001,"University of California, Santa Cruz",https://adamsmith.as,78OLNd4AAAAJ,0,0,america,us,2001,2019.0
Adam Perer,Carnegie Mellon University,https://perer.org,wAxr6b8AAAAJ,0,0,america,us,2016,2022.0
Adam R. Klivans,University of Texas at Austin,https://www.cs.utexas.edu/~klivans,UD87zMYAAAAJ,0,0,america,us,2008,2021.0
Adam Wierman,California Institute of Technology,http://www.cs.caltech.edu/~adamw,4OvOdSgAAAAJ,0,0,america,us,2003,2021.0
Adel Said Elmaghraby,University of Louisville,http://louisville.edu/speed/people/faculty/elmaghrabyAdel,84U09_IAAAAJ,0,0,america,us,2003,2022.0
Adil Ahmad,Arizona State University,https://adil-ahmad.net,BYJEZ4kAAAAJ,0,0,america,us,2001,2020.0
Adithya Kumar Pediredla,Dartmouth College,https://sites.google.com/view/adithyapediredla,ey6n20kAAAAJ,0,0,america,us,2003,2023.0
Aditi Majumder,"University of California, Irvine",http://www.ics.uci.edu/~majumder,tXhqJv0AAAAJ,0,0,america,us,2013,
Aditi Raghunathan,Carnegie Mellon University,https://www.cs.cmu.edu/~aditirag,Ch9iRwQAAAAJ,0,0,america,us,2000,2023.0
Aditya Akella,University of Texas at Austin,http://pages.cs.wisc.edu/~akella,d_rxnzAAAAAJ,0,1,america,us,2003,2020.0
Aditya Bhaskara,University of Utah,http://www.cs.utah.edu/~bhaskara,tqxTaiAAAAAJ,0,0,america,us,2017,2022.0
Aditya G. Parameswaran,"University of California, Berkeley",https://cs.illinois.edu/directory/profile/adityagp,VeB3UbcAAAAJ,0,0,america,us,2016,2023.0
Aditya Grover,"University of California, Los Angeles",https://aditya-grover.github.io,oOhnPUgAAAAJ,0,0,america,us,2013,2020.0
Aditya Johri,George Mason University,https://cs.gmu.edu/directory/detail/183,Mv2dCeEAAAAJ,0,0,america,us,2010,2019.0
Aditya V. Thakur,"University of California, Davis",http://thakur.cs.ucdavis.edu,x8952qgAAAAJ,0,0,america,us,2010,2021.0
Adji B. Dieng,Princeton University,https://www.cs.princeton.edu/people/profile/ad6725,ZCniP_MAAAAJ,0,0,america,us,2010,2019.0
Adnan Darwiche,"University of California, Los Angeles",http://www.cs.ucla.edu/~darwiche,pygPWvEAAAAJ,0,1,america,us,2001,2023.0
Adrian P. Lauf,University of Louisville,http://louisville.edu/speed/people/faculty/laufAdrian,fU0XrdEAAAAJ,0,0,america,us,2014,2023.0
Adrian Sampson,Cornell University,http://adriansampson.net,Bq50aCUAAAAJ,0,0,america,us,2013,
Adrian Sandu,Virginia Tech,http://people.cs.vt.edu/~asandu,A7fZNg0AAAAJ,0,0,america,us,2016,2020.0
Adriana B. Compagnoni,Stevens Institute of Technology,http://www.cs.stevens.edu/~abc/Adriana_Compagnoni/Adriana_Compagnoni.html,S-zXJGUAAAAJ,0,0,america,us,2008,2021.0
Adriana Iamnitchi,University of South Florida,http://www.cse.usf.edu/~anda,BfrPSGIAAAAJ,0,0,america,us,2005,2019.0
Adriana Kovashka,University of Pittsburgh,http://people.cs.pitt.edu/~kovashka,Dl949GoAAAAJ,0,0,america,us,2016,2022.0
Adriana Schulz,University of Washington,https://homes.cs.washington.edu/~adriana,2D6rV-UAAAAJ,0,0,america,us,2011,2023.0
Adrienne Decker,Rochester Institute of Technology,https://www.rit.edu/gccis/igm/adrienne-decker,JjLxdewAAAAJ,0,0,america,us,2004,2022.0
Adwait Jog,University of Virginia,https://engineering.virginia.edu/faculty/adwait-jog,9RgqL8gAAAAJ,0,0,america,us,2003,2020.0
Afzel Noore,West Virginia University,https://www.statler.wvu.edu/faculty-staff/adjunct-faculty/afzel-noore,rEopbiMAAAAJ,0,0,america,us,2002,2022.0
Aggelos K. Katsaggelos,Northwestern University,http://www.mccormick.northwestern.edu/research-faculty/directory/profiles/katsaggelos-aggelos.html,aucB85kAAAAJ,0,0,america,us,2015,
Agoritsa Polyzou,Florida International University,https://apolyzou123.github.io/apolyzou,ydxk7hoAAAAJ,0,0,america,us,2003,
Ahmad Jbara,Augusta University,https://www.augusta.edu/faculty/directory/view.php?id=AJBARA,58rYtv0AAAAJ,0,0,america,us,2014,2023.0
Ahmed Eldawy,"University of California, Riverside",http://www-users.cs.umn.edu/~eldawy,bshz1DEAAAAJ,0,0,america,us,2005,2020.0
Ahmed Sabbir Arif,"University of California, Merced",http://www.asarif.com,l9kbH78AAAAJ,0,0,america,us,2016,2022.0
Ahmed Saeed 0001,Georgia Institute of Technology,https://www.cc.gatech.edu/~amsmti3,nuiUbpsAAAAJ,0,0,america,us,2006,2023.0
Aidong Zhang,University of Virginia,https://engineering.virginia.edu/faculty/aidong-zhang,O8XxkE4AAAAJ,0,1,america,us,2013,2023.0
Aisling Kelliher,Virginia Tech,http://people.cs.vt.edu/~aislingk,71RtIxoAAAAJ,0,0,america,us,2012,2021.0
Ajita Rattani,University of North Texas,https://computerscience.engineering.unt.edu/people/faculty/ajita-rattani,9esyU2EAAAAJ,0,0,america,us,2015,2023.0
Akane Sano,Rice University,http://akane.sano.web.rice.edu,cNLW5O4AAAAJ,0,0,america,us,2011,2023.0
Akond Ashfaque Ur Rahman,Auburn University,https://akondrahman.github.io,q2sPEkcAAAAJ,0,0,america,us,2012,2019.0
Alain J. Martin,California Institute of Technology,http://www.eas.caltech.edu/people/3119/profile,nwfZfqoAAAAJ,0,0,america,us,2010,
Alan Fern,Oregon State University,http://eecs.oregonstate.edu/~afern,GaKxFrcAAAAJ,0,0,america,us,2016,2020.0
Alan Kuhnle,Texas A&M University,http://www.alankuhnle.com,#NAME?,0,0,america,us,2001,2019.0
Alan Kuntz,University of Utah,http://www.cs.utah.edu/~adk,7uZPiGoAAAAJ,0,0,america,us,2009,2022.0
Alan L. Cox,Rice University,https://www.cs.rice.edu/~alc,z28ApZkAAAAJ,0,0,america,us,2000,2022.0
Alan L. Yuille,Johns Hopkins University,http://www.cs.jhu.edu/~ayuille,FJ-huxgAAAAJ,0,0,america,us,2018,2023.0
Alan M. Frieze,Carnegie Mellon University,https://www.math.cmu.edu/~af1p,EqKRQ4YAAAAJ,0,0,america,us,2010,2022.0
Alan Mislove,Northeastern University,http://www.ccs.neu.edu/home/amislove,oAqKi9MAAAAJ,0,0,america,us,2005,2019.0
Alan Ritter,Georgia Institute of Technology,http://aritter.github.io,unXtH3IAAAAJ,0,0,america,us,2004,2023.0
Alan S. Willsky,Massachusetts Institute of Technology,http://ssg.mit.edu/~willsky,XYy_Nm4AAAAJ,0,0,america,us,2017,
Alan W. Black,Carnegie Mellon University,https://www.cs.cmu.edu/~awb,Es-YRKMAAAAJ,0,0,america,us,2011,2021.0
Alan Wang,Oregon State University,http://eecs.oregonstate.edu/people/wang-alan,mZOzE7wAAAAJ,0,0,america,us,2014,2022.0
Alane Suhr,"University of California, Berkeley",https://www2.eecs.berkeley.edu/Faculty/Homepages/suhr.html,daslsUkAAAAJ,0,0,america,us,2016,2022.0
Albert Chern,"University of California, San Diego",https://page.math.tu-berlin.de/~chern/projects,f3o6lHUAAAAJ,0,0,america,us,2008,2021.0
Albert M. Lai,Washington University in St. Louis,https://i2db.wustl.edu/people/albert-lai,sxe41PcAAAAJ,0,0,america,us,2015,2022.0
Albert Mo Kim Cheng,University of Houston,http://www2.cs.uh.edu/~acheng/acheng.html,cBzNurgAAAAJ,0,0,america,us,2000,2020.0
Albert R. Meyer,Massachusetts Institute of Technology,http://people.csail.mit.edu/meyer,yRTPMIUAAAAJ,0,1,america,us,2012,2022.0
Albert-László Barabási,Northeastern University,http://www.ccis.northeastern.edu/people/albert-laszlo-barabasi,vsj2slIAAAAJ,0,0,america,us,2011,2023.0
Alberto Bartesaghi,Duke University,http://cryoem.cs.duke.edu,vpf-lMkAAAAJ,0,0,america,us,2003,2023.0
Alberto Cano 0001,Virginia Commonwealth University,http://www.people.vcu.edu/~acano,8f_w4HQAAAAJ,0,0,america,us,2003,2020.0
Alberto Dainotti,Georgia Institute of Technology,https://www.cc.gatech.edu/~adainotti6,oZNdAREAAAAJ,0,0,america,us,2007,2019.0
Alberto L. Sangiovanni-Vincentelli,"University of California, Berkeley",https://www2.eecs.berkeley.edu/Faculty/Homepages/sangiovanni-vicentelli.html,AhgjQ2QAAAAJ,0,1,america,us,2016,2019.0
Alberto M. Segre,University of Iowa,https://www.cs.uiowa.edu/people/alberto-maria-segre,IXnzCb8AAAAJ,0,0,america,us,2000,2023.0
Alberto Quattrini Li,Dartmouth College,https://web.cs.dartmouth.edu/people/alberto-quattrini-li,06ldpDMAAAAJ,0,0,america,us,2002,2020.0
Albrecht Jander,Oregon State University,http://eecs.oregonstate.edu/people/jander-albrecht,FWDxXyAAAAAJ,0,0,america,us,2006,2023.0
Aleksandar Kuzmanovic,Northwestern University,http://www.cs.northwestern.edu/~akuzma,Q_zh52YAAAAJ,0,0,america,us,2012,2023.0
Aleksandra Korolova,Princeton University,https://www.cs.princeton.edu/people/profile/korolova,oK_XUmsAAAAJ,0,0,america,us,2010,2019.0
Aleksey Charapko,University of New Hampshire,http://charap.co,lZEtYhgAAAAJ,0,0,america,us,2007,2021.0
Alessandra Scafuro,North Carolina State University,http://www.ascafuro.com,gM1DWK8AAAAJ,0,0,america,us,2010,2023.0
Alessandro Acquisti,Carnegie Mellon University,http://www.heinz.cmu.edu/~acquisti,2XCryp4AAAAJ,0,0,america,us,2018,2020.0
Alessandro Orso,Georgia Institute of Technology,http://www.cc.gatech.edu/home/orso,wCfYkMkAAAAJ,0,0,america,us,2012,2021.0
Alessandro Roncone,University of Colorado Boulder,https://alessandro.ronc.one,nV-XGVIAAAAJ,0,0,america,us,2000,2022.0
Alessandro Salandrino,University of Kansas,http://www.eecs.ku.edu/people/faculty,ZX0I5pcAAAAJ,0,0,america,us,2012,2019.0
Alessandro Veneziani,Emory University,https://www.math.emory.edu/~ale,xjvr4yEAAAAJ,0,0,america,us,2016,2023.0
Alessandro Vespignani,Northeastern University,http://www.mobs-lab.org/alessandro-vespignani.html,U3CXAPsAAAAJ,0,0,america,us,2013,2023.0
Alessio Gaspar,University of South Florida,http://cereal.forest.usf.edu/alessio,8UtfjnIAAAAJ,0,0,america,us,2007,
Alex Aiken,Stanford University,https://theory.stanford.edu/~aiken,3vKjkoQAAAAJ,0,0,america,us,2009,2019.0
Alex C. Snoeren,"University of California, San Diego",http://cseweb.ucsd.edu/~snoeren,lBzZU1IAAAAJ,0,1,america,us,2018,
Alex Endert,Georgia Institute of Technology,http://va.gatech.edu/endert,_ZIAy3cAAAAJ,0,0,america,us,2018,2021.0
Alex Gittens,Rensselaer Polytechnic Institute,http://www.cs.rpi.edu/~gittea,ysiqoUoAAAAJ,0,0,america,us,2006,2023.0
Alex Groce,Northern Arizona University,https://agroce.github.io,ewrrvq8AAAAJ,0,0,america,us,2008,2020.0
Alex Kale,University of Chicago,https://people.cs.uchicago.edu/~kalea,zqj99EYAAAAJ,0,0,america,us,2014,2019.0
Alex Liu,Michigan State University,http://www.cse.msu.edu/~alexliu,qRjO51UAAAAJ,0,0,america,us,2008,2023.0
Alex Lombardi,Princeton University,https://www.cs.princeton.edu/people/profile/al2201,DGhtIxUAAAAJ,0,0,america,us,2015,
Alex Orailoglu,"University of California, San Diego",http://cseweb.ucsd.edu/~alex,RJhla18AAAAJ,0,0,america,us,2004,2020.0
Alex Szalay,Johns Hopkins University,https://physics-astronomy.jhu.edu/directory/alexander-s-szalay,rUiWchkAAAAJ,0,1,america,us,2016,2023.0
Alex T. Pang,"University of California, Santa Cruz",https://users.soe.ucsc.edu/~pang,wYggXHoAAAAJ,0,0,america,us,2014,2020.0
Alex Tamkin,"University of California, San Diego",https://www.alextamkin.com,7W8ustwAAAAJ,0,0,america,us,2007,2019.0
Alex Wong 0001,Yale University,https://seas.yale.edu/faculty-research/faculty-directory/alex-wong,9_XuM8AAAAJ,0,0,america,us,2000,2020.0
Alex Zelikovsky,Georgia State University,http://cs.gsu.edu/profile/alex-zelikovsky,UzCRNJwAAAAJ,0,0,america,us,2005,2019.0
Alexander A. Schwarzmann,Augusta University,https://www.augusta.edu/faculty/directory/view.php?id=ASCHWARZMANN,gQo0AHYAAAAJ,0,0,america,us,2010,2019.0
Alexander A. Sherstov,"University of California, Los Angeles",http://www.cs.ucla.edu/~sherstov,JinbAIQAAAAJ,0,0,america,us,2001,2022.0
Alexander Brodsky 0001,George Mason University,https://cs.gmu.edu/~brodsky,AsyAUTIAAAAJ,0,0,america,us,2007,2023.0
Alexander C. Berg,"University of California, Irvine",http://acberg.com,jjEht8wAAAAJ,0,0,america,us,2010,2023.0
Alexander Conway,Cornell University,https://ajhconway.com,RAYmM1wAAAAJ,0,0,america,us,2001,2020.0
Alexander G. Gray,Georgia Institute of Technology,http://www.cs.cmu.edu/~agray,M3VZmxIAAAAJ,0,0,america,us,2008,2020.0
Alexander G. Huth,University of Texas at Austin,http://www.cs.utexas.edu/~huth,JNXWWkIAAAAJ,0,0,america,us,2007,2019.0
Alexander Gamero-Garrido,"University of California, Davis",https://www.gamero-garrido.com,K9AHcLAAAAAJ,0,0,america,us,2018,2021.0
Alexander Golovnev,Georgetown University,https://golovnev.org,zA9SpgkAAAAJ,0,0,america,us,2013,2019.0
Alexander Herzog,Clemson University,http://www.alexherzog.net,jrfFYAIAAAAJ,0,0,america,us,2007,2019.0
Alexander Ihler,"University of California, Irvine",http://www.ics.uci.edu/~ihler,ffdt7gMAAAAJ,0,0,america,us,2002,
Alexander J. Hartemink,Duke University,https://users.cs.duke.edu/~amink,HLRZ3oAAAAAJ,0,0,america,us,2007,2022.0
Alexander Kotov 0001,Wayne State University,http://www.cs.wayne.edu/kotov,83gsCFsAAAAJ,0,0,america,us,2011,2022.0
Alexander L. Wolf,"University of California, Santa Cruz",https://users.soe.ucsc.edu/~alw,21FXjJgAAAAJ,0,1,america,us,2008,2023.0
Alexander Lex,University of Utah,http://alexander-lex.net,JFNLCUcAAAAJ,0,0,america,us,2010,2022.0
Alexander M. Rush [Tech],Cornell University,http://rush.seas.harvard.edu,LIjnUGgAAAAJ,0,0,america,us,2010,2019.0
Alexander Nelson,University of Arkansas,https://computer-science-and-computer-engineering.uark.edu/directory/index/uid/ahnelson/name/Alexander+H.+Nelson,USYVMjwAAAAJ,0,0,america,us,2018,2021.0
Alexander Ororbia,Rochester Institute of Technology,http://www.personal.psu.edu/ago109,IAFscrMAAAAJ,0,0,america,us,2012,2022.0
Alexander Rakhlin,University of Pennsylvania,http://www-stat.wharton.upenn.edu/~rakhlin,fds2VpgAAAAJ,0,0,america,us,2017,2021.0
Alexander Rasin,DePaul University,http://www.cdm.depaul.edu/about/Pages/People/facultyinfo.aspx?fid=1041,FGs9EMwAAAAJ,0,0,america,us,2013,2023.0
Alexander Russell,University of Connecticut,http://www.engr.uconn.edu/~acr,EsJmgf4AAAAJ,0,0,america,us,2013,2023.0
Alexander Travis Adams,Georgia Institute of Technology,https://www.alexandertadams.com,assJWZYAAAAJ,0,0,america,us,2000,
Alexander Vardy,"University of California, San Diego",http://jacobsdev.ucsd.edu/faculty/faculty_bios/index.sfe?fmp_recid=76,WtalCkkAAAAJ,0,1,america,us,2005,2022.0
Alexander Volfovsky,Duke University,https://volfovsky.github.io,9qHFzDoAAAAJ,0,0,america,us,2009,2022.0
Alexandr Andoni,Columbia University,http://datascience.columbia.edu/alex-andoni,Evgx6UkAAAAJ,0,0,america,us,2016,2023.0
Alexandra Boldyreva,Georgia Institute of Technology,http://www.cc.gatech.edu/~aboldyre,8mHLyRoAAAAJ,0,0,america,us,2017,2019.0
Alexandra Ion,Carnegie Mellon University,http://www.alexandraion.com,pP920LoAAAAJ,0,0,america,us,2018,2019.0
Alexandra Kolla,"University of California, Santa Cruz",https://people.ucsc.edu/~akolla,wOb0lqUAAAAJ,0,0,america,us,2016,2023.0
Alexandra Silva 0001,Cornell University,https://alexandrasilva.org/#/main.html,Vgu38TgAAAAJ,0,0,america,us,2001,2019.0
Alexandra To,Northeastern University,https://www.khoury.northeastern.edu/people/alexandra-to,FB_pYfIAAAAJ,0,0,america,us,2018,2020.0
Alexandre M. Bayen,"University of California, Berkeley",http://www.ce.berkeley.edu/people/faculty/bayen,a5nY-pYAAAAJ,0,0,america,us,2010,2022.0
Alexandros Daglis,Georgia Institute of Technology,https://www.cc.gatech.edu/~adaglis3,Mm-dHpMAAAAJ,0,0,america,us,2004,2019.0
Alexandros G. Dimakis,University of Texas at Austin,http://users.ece.utexas.edu/~dimakis,JSFmVQEAAAAJ,0,0,america,us,2013,2021.0
Alexandros Kapravelos,North Carolina State University,https://www.kapravelos.com,wW03D_AAAAAJ,0,0,america,us,2011,2019.0
Alexandros Labrinidis,University of Pittsburgh,http://labrinidis.cs.pitt.edu,UR4eDW4AAAAJ,0,0,america,us,2010,2023.0
Alexandru G. Bardas,University of Kansas,https://www.ittc.ku.edu/~alexbardas,ulpPgb0AAAAJ,0,0,america,us,2006,2022.0
Alexei A. Efros,"University of California, Berkeley",http://www.eecs.berkeley.edu/~efros,d97bGd8AAAAJ,0,0,america,us,2002,
Alexey Tumanov,Georgia Institute of Technology,https://www.cc.gatech.edu/~atumanov,7P-gZioAAAAJ,0,0,america,us,2016,2020.0
Alexis Hiniker,University of Washington,http://alexishiniker.com,tY-tZTkAAAAJ,0,0,america,us,2002,2021.0
Alexis J. Battle,Johns Hopkins University,https://battlelab.jhu.edu,yPOT9K0AAAAJ,0,0,america,us,2006,2021.0
Alexis Palmer,University of Colorado Boulder,https://www.colorado.edu/cs/alexis-palmer,NVxAbD8AAAAJ,0,0,america,us,2005,2020.0
Alfred C. Weaver,University of Virginia,https://engineering.virginia.edu/faculty/alfred-c-weaver,0skgDnMAAAAJ,0,0,america,us,2007,2020.0
Alfred Kobsa,"University of California, Irvine",https://www.ics.uci.edu/~kobsa,0nBysEcAAAAJ,0,0,america,us,2007,2023.0
Alfred V. Aho,Columbia University,http://www.cs.columbia.edu/~aho,gb2r2ssAAAAJ,1,1,america,us,2014,2023.0
Alfredo Weitzenfeld,University of South Florida,http://robolat.org,0QFPg3oAAAAJ,0,0,america,us,2017,2019.0
Ali A. Minai,University of Cincinnati,http://www.ece.uc.edu/~aminai,Sm-_3WQAAAAJ,0,0,america,us,2018,2021.0
Ali Ebnenasir,Michigan Technological University,https://www.mtu.edu/cs/department/faculty-staff/faculty/ebnenasir,qeaGCqAAAAAJ,0,0,america,us,2000,2021.0
Ali Eslami,Wichita State University,https://www.wichita.edu/profiles/academics/engineering/EECS/Eslami-Ali.php,puRMzV0AAAAJ,0,0,america,us,2005,2020.0
Ali Javey,"University of California, Berkeley",http://nano.eecs.berkeley.edu,1gqyKqcAAAAJ,0,0,america,us,2001,2021.0
Ali Mehrizi-Sani,Washington State University,http://eecs.wsu.edu/~mehrizi,dxRTf9YAAAAJ,0,0,america,us,2011,2022.0
Ali Raza Butt,Virginia Tech,http://people.cs.vt.edu/butta,oqux_wcAAAAJ,0,0,america,us,2018,2023.0
Ali Saberi,Washington State University,https://school.eecs.wsu.edu/people/faculty/ali-saberi,xcV_89kAAAAJ,0,0,america,us,2010,2022.0
Ali Saman Tosun,University of Texas at San Antonio,http://www.cs.utsa.edu/~tosun,MPRuFPsAAAAJ,0,0,america,us,2012,2021.0
Ali Shokoufandeh,Drexel University,http://drexel.edu/cci/contact/Faculty/Shokoufandeh-Ali,YrsoRK0AAAAJ,0,0,america,us,2001,2021.0
Alicia Nicki Washington,Duke University,https://nickiwashington.com,tMF4ixEAAAAJ,0,0,america,us,2006,2021.0
Alin Deutsch,"University of California, San Diego",https://jacobsschool.ucsd.edu/faculty/profile?id=179,2lZr6WsAAAAJ,0,0,america,us,2009,2019.0
Alin Dobra,University of Florida,http://www.cise.ufl.edu/~adobra,smEOOBsAAAAJ,0,0,america,us,2014,2022.0
Alina Ene,Boston University,http://www.bu.edu/cs/alina-ene-2,v1_kfR8AAAAJ,0,0,america,us,2005,2019.0
Alina Oprea,Northeastern University,http://www.ccs.neu.edu/home/alina,16J3izoAAAAJ,0,0,america,us,2010,
Alina Zare,University of Florida,https://faculty.eng.ufl.edu/machine-learning/people/faculty,OviqAJsAAAAJ,0,0,america,us,2018,2021.0
Allen D. Malony,University of Oregon,https://www.cs.uoregon.edu/People/Faculty/Allen_Malony.php,SYBxenEAAAAJ,0,0,america,us,2013,2020.0
Allison June-Barlow Chaney,Duke University,http://ajbc.io,EWlUGVcAAAAJ,0,0,america,us,2017,2019.0
Alok N. Choudhary,Northwestern University,http://www.eecs.northwestern.edu/~choudhar,q0nuNrEAAAAJ,0,1,america,us,2007,
